Time,Date,CarParkID,Area,Development,Location,AvailableLots,LotType,Agency
16:48:10,19/04/2021,MR7,,BLK 801/802 FRENCH ROAD,1.307512039 103.8603528,45,C,HDB
16:48:10,19/04/2021,P11,,BLK 416 PANDAN GARDENS,1.321204214 103.7483559,22,C,HDB
16:48:10,19/04/2021,P12,,BLK 415 PANDAN GARDENS,1.320567395 103.7481941,0,C,HDB
16:48:10,19/04/2021,P13,,BLK 401/402 PANDAN GARDENS,1.32069016 103.7504078,108,C,HDB
16:48:10,19/04/2021,P14,,BLK 403/408 PANDAN GARDENS,1.319353618 103.7491754,434,C,HDB
16:48:10,19/04/2021,P15,,BLK 413 PANDAN GARDENS,1.319834823 103.7481482,68,C,HDB
16:48:10,19/04/2021,P16,,BLK 412/414 PANDAN GARDENS,1.319882381 103.7471648,100,C,HDB
16:48:10,19/04/2021,P17,,BLK 409/411 PANDAN GARDENS,1.318821467 103.747384,88,C,HDB
16:48:10,19/04/2021,PM2,,BLK 220A PASIR RIS STREET 21,1.370073066 103.9610129,988,C,HDB
16:48:10,19/04/2021,PM3,,BLK 225A PASIR RIS STREET 21,1.37180035 103.960933,0,L,HDB
16:48:10,19/04/2021,PM3,,BLK 225A PASIR RIS STREET 21,1.37180035 103.960933,309,C,HDB
16:48:10,19/04/2021,PM4,,BLK 231A PASIR RIS DRIVE 4,1.374105919 103.9614427,787,C,HDB
16:48:10,19/04/2021,PM5,,BLK 235A PASIR RIS STREET 21,1.373770353 103.962608,203,C,HDB
16:48:10,19/04/2021,PM6,,BLK 245A PASIR RIS STREET 21,1.370802196 103.9633947,0,L,HDB
16:48:10,19/04/2021,PM6,,BLK 245A PASIR RIS STREET 21,1.370802196 103.9633947,258,C,HDB
16:48:10,19/04/2021,PM7,,BLK 257A PASIR RIS STREET 21,1.367557638 103.9632499,0,L,HDB
16:48:10,19/04/2021,PM7,,BLK 257A PASIR RIS STREET 21,1.367557638 103.9632499,153,C,HDB
16:48:10,19/04/2021,PM8,,BLK 458A PASIR RIS DRIVE 4,1.37163599 103.9602559,0,L,HDB
16:48:10,19/04/2021,PM8,,BLK 458A PASIR RIS DRIVE 4,1.37163599 103.9602559,266,C,HDB
16:48:10,19/04/2021,PM9,,BLK 216A PASIR RIS STREET 21,1.368291967 103.9612161,102,C,HDB
16:48:10,19/04/2021,PP1,,BLK 101 TO 109 POTONG PASIR AVENUE 1,1.334004902 103.869214,116,C,HDB
16:48:10,19/04/2021,PP2,,BLK 143 TO 145 POTONG PASIR AVENUES 2/3,1.332680145 103.8660545,106,C,HDB
16:48:10,19/04/2021,PP3,,BLK 134 TO 142 POTONG PASIR AVENUE 3,1.333601983 103.8658445,187,C,HDB
16:48:10,19/04/2021,PP4,,BLK 121 TO 133 POTONG PASIR AVENUE 1,1.334732912 103.8661192,45,C,HDB
16:48:10,19/04/2021,PP5,,BLK 113 TO 120 POTONG PASIR AVENUE 1,1.336313102 103.8632229,185,C,HDB
16:48:10,19/04/2021,PP6,,BLK 146 POTONG PASIR AVENUE 2,1.332283736 103.8676147,10,C,HDB
16:48:10,19/04/2021,PR1,,BLK 101/108 PASIR RIS STREET 12,1.36733184 103.9579998,151,C,HDB
16:48:10,19/04/2021,PR1,,BLK 101/108 PASIR RIS STREET 12,1.36733184 103.9579998,0,L,HDB
16:48:10,19/04/2021,PR2,,BLK 109/129 PASIR RIS STREET 11,1.367274803 103.9554428,0,L,HDB
16:48:10,19/04/2021,PR2,,BLK 109/129 PASIR RIS STREET 11,1.367274803 103.9554428,467,C,HDB
16:48:10,19/04/2021,PR3,,BLK 531/536 PASIR RIS DR 1/PASIR RIS CENTRAL,1.371063423 103.9507156,213,C,HDB
16:48:10,19/04/2021,PR4,,BLK 406/411 PASIR RIS DRIVE 6,1.372934646 103.9545205,674,C,HDB
16:48:10,19/04/2021,PR4,,BLK 406/411 PASIR RIS DRIVE 6,1.372934646 103.9545205,0,L,HDB
16:48:10,19/04/2021,PR6,,BLK 441/445 PASIR RIS DRIVE 6,1.369379059 103.957594,182,C,HDB
16:48:10,19/04/2021,PR7,,BLK 446/455 PASIR RIS DRIVE 6,1.371009412 103.9576851,0,L,HDB
16:48:10,19/04/2021,PR7,,BLK 446/455 PASIR RIS DRIVE 6,1.371009412 103.9576851,0,C,HDB
16:48:10,19/04/2021,PR8,,BLK 456/461 PASIR RIS DRIVE 4,1.371267841 103.9595744,69,C,HDB
16:48:10,19/04/2021,PR8,,BLK 456/461 PASIR RIS DRIVE 4,1.371267841 103.9595744,0,L,HDB
16:48:10,19/04/2021,PRM,,BLK 33 PARK CRESCENT MSCP,1.285450368 103.84227,383,C,HDB
16:48:10,19/04/2021,Q16,,BLK 45 AND 50 STIRLING RD,1.296933726 103.8037167,0,Y,HDB
16:48:10,19/04/2021,Q16,,BLK 45 AND 50 STIRLING RD,1.296933726 103.8037167,0,H,HDB
16:48:10,19/04/2021,Q16,,BLK 45 AND 50 STIRLING RD,1.296933726 103.8037167,6,C,HDB
16:48:10,19/04/2021,Q17,,BLK 52 STIRLING RD,1.296206346 103.8038246,0,H,HDB
16:48:10,19/04/2021,Q17,,BLK 52 STIRLING RD,1.296206346 103.8038246,20,C,HDB
16:48:10,19/04/2021,Q17,,BLK 52 STIRLING RD,1.296206346 103.8038246,0,Y,HDB
16:48:10,19/04/2021,Q19,,BLK 151 MEI LING STREET,1.294701007 103.803258,10,C,HDB
16:48:10,19/04/2021,Q19,,BLK 151 MEI LING STREET,1.294701007 103.803258,5,Y,HDB
16:48:10,19/04/2021,Q19,,BLK 151 MEI LING STREET,1.294701007 103.803258,50,H,HDB
16:48:10,19/04/2021,Q41,,BLK 80 STRATHMORE AVENUE,1.29410861 103.8094946,37,C,HDB
16:48:10,19/04/2021,Q65,,BLK 115A COMMONWEALTH DRIVE,1.30552382 103.7987539,45,C,HDB
16:48:10,19/04/2021,Q65,,BLK 115A COMMONWEALTH DRIVE,1.30552382 103.7987539,0,Y,HDB
16:48:10,19/04/2021,Q65,,BLK 115A COMMONWEALTH DRIVE,1.30552382 103.7987539,0,H,HDB
16:48:10,19/04/2021,Q66,,BLK 117 COMMONWEALTH DRIVE,1.30670479 103.7994973,0,H,HDB
16:48:10,19/04/2021,Q66,,BLK 117 COMMONWEALTH DRIVE,1.30670479 103.7994973,79,C,HDB
16:48:10,19/04/2021,Q66,,BLK 117 COMMONWEALTH DRIVE,1.30670479 103.7994973,0,Y,HDB
16:48:10,19/04/2021,Q67,,BLK 116-118 COMMONWEALTH CRESCENT,1.307172812 103.8005433,0,H,HDB
16:48:10,19/04/2021,Q67,,BLK 116-118 COMMONWEALTH CRESCENT,1.307172812 103.8005433,58,C,HDB
16:48:10,19/04/2021,Q67,,BLK 116-118 COMMONWEALTH CRESCENT,1.307172812 103.8005433,0,Y,HDB
16:48:10,19/04/2021,Q68,,BLK 110 COMMONWEALTH CRESCENT,1.306877426 103.7990047,16,C,HDB
16:48:10,19/04/2021,Q68,,BLK 110 COMMONWEALTH CRESCENT,1.306877426 103.7990047,0,Y,HDB
16:48:10,19/04/2021,Q68,,BLK 110 COMMONWEALTH CRESCENT,1.306877426 103.7990047,0,H,HDB
16:48:10,19/04/2021,Q70,,BLK 99/102 COMMONWEALTH CRESCENT,1.307346071 103.8005493,0,H,HDB
16:48:10,19/04/2021,Q70,,BLK 99/102 COMMONWEALTH CRESCENT,1.307346071 103.8005493,14,C,HDB
16:48:10,19/04/2021,Q70,,BLK 99/102 COMMONWEALTH CRESCENT,1.307346071 103.8005493,0,Y,HDB
16:48:10,19/04/2021,Q73,,BLK 91/92 COMMONWEALTH DRIVE,1.306253309 103.8003917,16,C,HDB
16:48:10,19/04/2021,Q73,,BLK 91/92 COMMONWEALTH DRIVE,1.306253309 103.8003917,0,Y,HDB
16:48:10,19/04/2021,Q73,,BLK 91/92 COMMONWEALTH DRIVE,1.306253309 103.8003917,0,H,HDB
16:48:10,19/04/2021,Q80,,BLK 45/46/47 HOLLAND DRIVE,1.308536481 103.7927017,0,C,HDB
16:48:10,19/04/2021,Q81,,BLK 43 HOLLAND DRIVE,1.307536743 103.7931643,0,C,HDB
16:48:10,19/04/2021,Q82,,BLK 12/15 HOLLAND AVENUE,1.310998184 103.7943015,378,C,HDB
16:48:10,19/04/2021,Q84,,BLK 2/4/6/31/32 HOLLAND CLOSE,1.306780988 103.7966732,59,Y,HDB
16:48:10,19/04/2021,Q84,,BLK 2/4/6/31/32 HOLLAND CLOSE,1.306780988 103.7966732,0,H,HDB
16:48:10,19/04/2021,Q84,,BLK 2/4/6/31/32 HOLLAND CLOSE,1.306780988 103.7966732,25,C,HDB
16:48:10,19/04/2021,Q85,,NORTH BUONA VISTA ROAD,1.308234591 103.7920457,116,C,HDB
16:48:10,19/04/2021,Q86,,BLK 148A MEI LING STREET,1.294563482 103.8038719,124,C,HDB
16:48:10,19/04/2021,Q86,,BLK 148A MEI LING STREET,1.294563482 103.8038719,44,Y,HDB
16:48:10,19/04/2021,Q86,,BLK 148A MEI LING STREET,1.294563482 103.8038719,50,H,HDB
16:48:10,19/04/2021,Q87,,BLK 5A HOLLAND CLOSE,1.308878937 103.7962384,165,C,HDB
16:48:10,19/04/2021,Q87,,BLK 5A HOLLAND CLOSE,1.308878937 103.7962384,142,Y,HDB
16:48:10,19/04/2021,Q87,,BLK 5A HOLLAND CLOSE,1.308878937 103.7962384,0,H,HDB
16:48:10,19/04/2021,Q88,,BLK 19A QUEENS CLOSE,1.292990561 103.8005597,0,Y,HDB
16:48:10,19/04/2021,Q88,,BLK 19A QUEENS CLOSE,1.292990561 103.8005597,0,H,HDB
16:48:10,19/04/2021,Q88,,BLK 19A QUEENS CLOSE,1.292990561 103.8005597,169,C,HDB
16:48:10,19/04/2021,Q89,,BLK 7B COMMONWEALTH AVENUE,1.306246135 103.7950498,243,C,HDB
16:48:10,19/04/2021,Q89,,BLK 7B COMMONWEALTH AVENUE,1.306246135 103.7950498,116,Y,HDB
16:48:10,19/04/2021,Q89,,BLK 7B COMMONWEALTH AVENUE,1.306246135 103.7950498,0,H,HDB
16:48:10,19/04/2021,Q94,,BLK 102 COMMONWEALTH CRESCENT,1.307637808 103.8005611,0,H,HDB
16:48:10,19/04/2021,Q94,,BLK 102 COMMONWEALTH CRESCENT,1.307637808 103.8005611,8,C,HDB
16:48:10,19/04/2021,Q94,,BLK 102 COMMONWEALTH CRESCENT,1.307637808 103.8005611,0,Y,HDB
16:48:10,19/04/2021,Q96,,BLK 181-184 STIRLING ROAD,1.295347167 103.8044053,0,H,HDB
16:48:10,19/04/2021,Q96,,BLK 181-184 STIRLING ROAD,1.295347167 103.8044053,73,C,HDB
16:48:10,19/04/2021,Q96,,BLK 181-184 STIRLING ROAD,1.295347167 103.8044053,0,Y,HDB
16:48:10,19/04/2021,RC1,,BLK 101/102 JALAN RAJAH,1.32854681 103.8515537,113,C,HDB
16:48:10,19/04/2021,RC2,,BLK 103/104 JALAN RAJAH,1.327687747 103.8530706,114,C,HDB
16:48:10,19/04/2021,RC3,,BLK 105/108 JALAN RAJAH,1.328285544 103.8545641,162,C,HDB
16:48:10,19/04/2021,RCM,,BLK 638 VEERASAMY ROAD,1.307157291 103.8554168,64,C,HDB
16:48:10,19/04/2021,RHM,,BLK 88A REDHILL CLOSE,1.286463927 103.8185776,200,C,HDB
16:48:10,19/04/2021,RHS,,BLK 75A/B REDHILL ROAD,1.288288614 103.8156164,0,Y,HDB
16:48:10,19/04/2021,RHS,,BLK 75A/B REDHILL ROAD,1.288288614 103.8156164,11,C,HDB
16:48:10,19/04/2021,RHS,,BLK 75A/B REDHILL ROAD,1.288288614 103.8156164,0,H,HDB
16:48:10,19/04/2021,SAM,,BLK 60A STRATHMORE AVENUE,1.292563549 103.8118775,162,C,HDB
16:48:10,19/04/2021,SB1,,BLK 306B CANBERRA ROAD,1.446480287 103.8220573,321,C,HDB
16:48:10,19/04/2021,SB1,,BLK 306B CANBERRA ROAD,1.446480287 103.8220573,0,L,HDB
16:48:10,19/04/2021,SB2,,BLK 316A SEMBAWANG VISTA,1.446448335 103.8205027,0,L,HDB
16:48:10,19/04/2021,SB2,,BLK 316A SEMBAWANG VISTA,1.446448335 103.8205027,224,C,HDB
16:48:10,19/04/2021,SB3,,BLK 325A SEMBAWANG CRESCENT,1.444937699 103.8187405,0,L,HDB
16:48:10,19/04/2021,SB3,,BLK 325A SEMBAWANG CRESCENT,1.444937699 103.8187405,375,C,HDB
16:48:10,19/04/2021,SB4,,BLK 313A SEMBAWANG DRIVE,1.444079707 103.8212732,221,C,HDB
16:48:10,19/04/2021,SB4,,BLK 313A SEMBAWANG DRIVE,1.444079707 103.8212732,0,L,HDB
16:48:10,19/04/2021,SB5,,BLK 322A SEMBAWANG CLOSE,1.446077602 103.818241,0,L,HDB
16:48:10,19/04/2021,SB5,,BLK 322A SEMBAWANG CLOSE,1.446077602 103.818241,332,C,HDB
16:48:10,19/04/2021,SB6,,BLK 306A CANBERRA ROAD,1.445341201 103.8225551,0,L,HDB
16:48:10,19/04/2021,SB6,,BLK 306A CANBERRA ROAD,1.445341201 103.8225551,412,C,HDB
16:48:10,19/04/2021,SB7,,BLK 336A SEMBAWANG CRESCENT,1.446614113 103.8149265,0,L,HDB
16:48:10,19/04/2021,SB7,,BLK 336A SEMBAWANG CRESCENT,1.446614113 103.8149265,355,C,HDB
16:48:10,19/04/2021,SB8,,BLK 330A SEMBAWANG CLOSE,1.447080963 103.8171494,217,C,HDB
16:48:10,19/04/2021,SB8,,BLK 330A SEMBAWANG CLOSE,1.447080963 103.8171494,0,L,HDB
16:48:10,19/04/2021,SB9,,BLK 335A SEMBAWANG CLOSE,1.447603143 103.8154982,0,L,HDB
16:48:10,19/04/2021,SB9,,BLK 335A SEMBAWANG CLOSE,1.447603143 103.8154982,424,C,HDB
16:48:10,19/04/2021,SD1,,BLK 40-44 SIMS DRIVE,1.316572678 103.8770833,74,C,HDB
16:48:10,19/04/2021,SD2,,BLK 45/50/51 SIMS DRIVE,1.31692246 103.8783649,6,C,HDB
16:48:10,19/04/2021,SD3,,BLK 46/47/48/49 SIMS PLACE,1.317329964 103.8792476,31,C,HDB
16:48:10,19/04/2021,SD4,,BLK 52 SIMS PLACE,1.316578348 103.8802418,17,C,HDB
16:48:10,19/04/2021,SD5,,BLK 53 SIMS PLACE,1.317768921 103.8799149,17,C,HDB
16:48:10,19/04/2021,SD9,,BLK 114 LOR 3 GEYLANG,1.31176147 103.8734959,29,C,HDB
16:48:10,19/04/2021,SDM,,BLK 114A LORONG 3 GEYLANG MSCP,1.312460212 103.8744514,162,C,HDB
16:48:10,19/04/2021,SE9,,BLK 135/141 SERANGOON NORTH AVE 2,1.368417342 103.8744599,308,C,HDB
16:48:10,19/04/2021,SG1,,BLK 1/3/8 ST GEORGE RD,1.323228034 103.8610063,178,C,HDB
16:48:10,19/04/2021,SG2,,BLK 14/19 ST GEORGE RD,1.32411624 103.8622121,80,C,HDB
16:48:10,19/04/2021,SG3,,BLK 20/23 ST GEORGE RD,1.325147 103.8621767,84,C,HDB
16:48:10,19/04/2021,SG4,,BLK 9/11 ST GEORGE RD,1.323307854 103.8631036,72,C,HDB
16:48:10,19/04/2021,SH1,,BLK 301-313 SHUNFU ROAD,1.350736127 103.8381765,379,C,HDB
16:48:10,19/04/2021,SH2,,BLK 320 SHUNFU ROAD,1.352048046 103.8368345,150,C,HDB
16:48:10,19/04/2021,SI1,,BLK 101/107 SIMEI STREET 1,1.341109438 103.9513179,153,C,HDB
16:48:10,19/04/2021,SI2,,BLK 108/119 SIMEI STREET 1,1.344011471 103.9519156,336,C,HDB
16:48:10,19/04/2021,SI4,,BLK 120/122 SIMEI STREET 1,1.344856605 103.9522749,327,C,HDB
16:48:10,19/04/2021,SI6,,BLK 132 SIMEI STREET 1,1.346901825 103.9556254,25,C,HDB
16:48:10,19/04/2021,SI7,,BLK 132 - 139 SIMEI STREET 1,1.347429684 103.9562922,247,C,HDB
16:48:10,19/04/2021,SI8,,BLK 138 SIMEI STREET 1,1.347209307 103.9571221,87,C,HDB
16:48:10,19/04/2021,SI9,,BLK 141/147 SIMEI STREET 2,1.345775348 103.9554395,112,C,HDB
16:48:10,19/04/2021,SK1,,BLK 133A RIVERVALE STREET,1.388406087 103.9041613,452,C,HDB
16:48:10,19/04/2021,SK2,,BLK 236A COMPASSVALE WALK,1.390283407 103.9001141,423,C,HDB
16:48:10,19/04/2021,SK3,,BLK 205D COMPASSVALE LANE,1.386044181 103.8974259,558,C,HDB
16:48:10,19/04/2021,SK4,,BLK 102A RIVERVALE WALK,1.382133018 103.9000621,392,C,HDB
16:48:10,19/04/2021,SK5,,BLK 124D RIVERVALE DRIVE,1.387678488 103.9027451,528,C,HDB
16:48:10,19/04/2021,SK6,,BLK 233A COMPASSVALE WALK,1.389467324 103.9009374,448,C,HDB
16:48:10,19/04/2021,SK7,,BLK 224E COMPASSVALE WALK,1.389069203 103.8979912,456,C,HDB
16:48:10,19/04/2021,SK8,,BLK 126A RIVERVALE STREET,1.389833374 103.9021881,520,C,HDB
16:48:10,19/04/2021,SK9,,BLK 146A RIVERVALE CRESCENT,1.390814165 103.9059218,351,C,HDB
16:48:10,19/04/2021,SLS,,BLK 4 SAGO LANE CAR PARK,1.281675799 103.842977,16,C,HDB
16:48:10,19/04/2021,SM1,,BLK 22 SIN MING ROAD,1.357918085 103.8393282,2,C,HDB
16:48:10,19/04/2021,SM3,,BLK 25 SIN MING ROAD,1.354705141 103.8390666,112,C,HDB
16:48:10,19/04/2021,SM9,,BLK 24A SIN MING ROAD,1.355495312 103.8368427,3,C,HDB
16:48:10,19/04/2021,SMM,,BLK 53A STRATHMORE AVENUE,1.293322433 103.8075822,2,C,HDB
16:48:10,19/04/2021,SMM,,BLK 53A STRATHMORE AVENUE,1.293322433 103.8075822,0,Y,HDB
16:48:10,19/04/2021,SMM,,BLK 53A STRATHMORE AVENUE,1.293322433 103.8075822,0,H,HDB
16:48:10,19/04/2021,SPM,,BLK 108 SPOTTISWOODE PARK MSCP,1.273925817 103.8356316,0,H,HDB
16:48:10,19/04/2021,SPM,,BLK 108 SPOTTISWOODE PARK MSCP,1.273925817 103.8356316,39,Y,HDB
16:48:10,19/04/2021,SPM,,BLK 108 SPOTTISWOODE PARK MSCP,1.273925817 103.8356316,569,C,HDB
16:48:10,19/04/2021,SPS,,BLK 101/102 SPOTTISWOODE PARK CAR PARK,1.275095461 103.8361731,66,C,HDB
16:48:10,19/04/2021,T11,,BLK 149/151 TAMPINES STREET 12,1.350826206 103.943317,122,C,HDB
16:48:10,19/04/2021,T12,,BLK 156/160 TAMPINES STREET 12,1.35108601 103.9457646,117,C,HDB
16:48:10,19/04/2021,T13,,BLK 161/166 TAMPINES STREET 12,1.349023987 103.9457387,255,C,HDB
16:48:10,19/04/2021,T15,,BLK 201A/201C TAMPINES STREET 21,1.353207564 103.9527616,0,C,HDB
16:48:10,19/04/2021,T16,,BLK 202/205 TAMPINES STREET 21,1.352550051 103.9523121,47,C,HDB
16:48:10,19/04/2021,T17,,BLK 201D/209/208A TAMPINES STREET 21,1.351983646 103.9532687,48,C,HDB
16:48:10,19/04/2021,T18,,BLK 201E TAMPINES STREET 21,1.353137417 103.9539457,0,C,HDB
16:48:10,19/04/2021,T19,,BLK 210/230 TAMPINES STREET 23,1.354534086 103.9533459,504,C,HDB
16:48:10,19/04/2021,T20,,BLK 231/238 TAMPINES STREET 21,1.356214509 103.9473603,248,C,HDB
16:48:10,19/04/2021,T24,,BLK 239/244 TAMPINES STREET 21,1.354435326 103.947279,128,C,HDB
16:48:10,19/04/2021,T25,,BLK 245/248 TAMPINES STREET 21,1.352670759 103.947108,70,C,HDB
16:48:10,19/04/2021,T26,,BLK 249/266 TAMPINES STREET 21,1.352220928 103.9490982,202,C,HDB
16:48:10,19/04/2021,T27,,BLK 251/253 TAMPINES STREET 21,1.353005364 103.9481913,98,C,HDB
16:48:10,19/04/2021,T28,,BLK 257/260 TAMPINES STREET 21,1.354229234 103.9493984,167,C,HDB
16:48:10,19/04/2021,T29,,BLK 255/264 TAMPINES STREET 21,1.353968765 103.9509606,149,C,HDB
16:48:10,19/04/2021,T30,,BLK 267/271 TAMPINES STREET 21,1.351063981 103.9494156,160,C,HDB
16:48:10,19/04/2021,T31,,BLK 268-270 TAMPINES STREET 21,1.351123536 103.9479787,114,C,HDB
16:48:10,19/04/2021,T32,,BLK 272-275 TAMPINES STREET 22,1.348943596 103.9504465,386,C,HDB
16:48:10,19/04/2021,T34,,BLK 283/286 TAMPINES STREET 22,1.348911627 103.9526858,168,C,HDB
16:48:10,19/04/2021,T35,,BLK 287/298/299A/299B TAMPINES STREET 22,1.348883331 103.9542377,377,C,HDB
16:48:10,19/04/2021,T37,,"BLK 801, 820, 897/898 TAMPINES AVE 4/STREET 81",1.347358095 103.9368644,706,C,HDB
16:48:10,19/04/2021,T38,,"BLK 902-916, 942-946 TAMPINES STREET 91",1.350012803 103.9392666,592,C,HDB
16:48:10,19/04/2021,T39,,BLK 921-941 TAMPINES STREET 91,1.346177595 103.9395894,453,C,HDB
16:48:10,19/04/2021,T41,,BLK 821/829 TAMPINES STREET 81,1.348285841 103.9352805,82,C,HDB
16:48:10,19/04/2021,T42,,BLK 824/827 TAMPINES STREET 81,1.349288542 103.9327241,2,C,HDB
16:48:10,19/04/2021,T43,,BLK 831/841 TAMPINES STREET 83,1.351151382 103.9343341,91,C,HDB
16:48:10,19/04/2021,T44,,BLK 830/840 TAMPINES STREET 82,1.350712225 103.9353733,148,C,HDB
16:48:10,19/04/2021,T45,,BLK 843/855 TAMPINES STREET 83,1.353066409 103.9352058,221,C,HDB
16:48:10,19/04/2021,T46,,BLK 842/856 TAMPINES STREET 82,1.352497622 103.9365303,61,C,HDB
16:48:10,19/04/2021,T47,,BLK 857/864 TAMPINES STREET 83/AVE 5,1.3548701 103.9368995,257,C,HDB
16:48:10,19/04/2021,T48,,BLK 865/874A TAMPINES ST 83/84,1.353886838 103.93285,376,C,HDB
16:48:10,19/04/2021,T49,,BLK 875/886A TAMPINES STREET 84 /AVE 8,1.35199088 103.93143,289,C,HDB
16:48:10,19/04/2021,T50,,BLK 887-889 TAMPINES ST 81/AVENUE 3,1.350722445 103.9310009,219,C,HDB
16:48:10,19/04/2021,T51,,BLK 894-896 TAMPINES STREET 81,1.348714432 103.9316872,175,C,HDB
16:48:10,19/04/2021,T55,,BLK 501/508 TAMPINES CENTRAL 1,1.356294749 103.9452519,3,C,HDB
16:48:10,19/04/2021,T57,,BLK 885A TAMPINES ST 83,1.350746741 103.9330694,13,C,HDB
16:48:10,19/04/2021,T58,,BLK 872A TAMPINES ST 86,1.355342322 103.9311248,14,C,HDB
16:48:10,19/04/2021,T72,,BLK 401/417 TAMPINES STREET 41,1.358094178 103.9456102,336,C,HDB
16:48:10,19/04/2021,T73,,BLK 418/424 TAMPINES STREET 41,1.35808556 103.9469222,166,C,HDB
16:48:10,19/04/2021,T74,,BLK 425/428 TAMPINES STREET 41,1.35941422 103.9482135,169,C,HDB
16:48:10,19/04/2021,T75,,BLK 429/432 TAMPINES STREET 41,1.359329003 103.9504544,126,C,HDB
16:48:10,19/04/2021,T76,,BLK 433/443 TAMPINES STREET 43,1.36016774 103.9516421,224,C,HDB
16:48:10,19/04/2021,T77,,BLK 472/484 TAMPINES STREET 43/44,1.36167765 103.952775,4,C,HDB
16:48:10,19/04/2021,T78,,BLK 444/450 TAMPINES STREET 42,1.35767731 103.9512111,161,C,HDB
16:48:10,19/04/2021,T79,,BLK 451/460 TAMPINES STREET 42,1.357412764 103.9544694,291,C,HDB
16:48:10,19/04/2021,T80,,BLK 461/471 TAMPINES STREET 44,1.359798752 103.954573,248,C,HDB
16:48:10,19/04/2021,T81,,BLK 485A/489C TAMPINES ST 45/AVE 9,1.360329828 103.9579675,445,C,HDB
16:48:10,19/04/2021,TB1,,BLK 1/2/3/4/6 TELOK BLANGAH CRES,1.278380636 103.818525,0,H,HDB
16:48:10,19/04/2021,TB1,,BLK 1/2/3/4/6 TELOK BLANGAH CRES,1.278380636 103.818525,5,C,HDB
16:48:10,19/04/2021,TB1,,BLK 1/2/3/4/6 TELOK BLANGAH CRES,1.278380636 103.818525,1,Y,HDB
16:48:10,19/04/2021,TB2,,BLK 8-10 TELOK BLANGAH CRES,1.277570075 103.8193406,0,H,HDB
16:48:10,19/04/2021,TB2,,BLK 8-10 TELOK BLANGAH CRES,1.277570075 103.8193406,9,C,HDB
16:48:10,19/04/2021,TB2,,BLK 8-10 TELOK BLANGAH CRES,1.277570075 103.8193406,0,Y,HDB
16:48:10,19/04/2021,TB3,,BLK 12/22 TELOK BLANGAH CRES,1.276839183 103.8194677,0,H,HDB
16:48:10,19/04/2021,TB3,,BLK 12/22 TELOK BLANGAH CRES,1.276839183 103.8194677,45,C,HDB
16:48:10,19/04/2021,TB3,,BLK 12/22 TELOK BLANGAH CRES,1.276839183 103.8194677,2,Y,HDB
16:48:10,19/04/2021,TB6,,BLK 27/33 TELOK BLANGAH WAY,1.273950797 103.8221513,0,H,HDB
16:48:10,19/04/2021,TB6,,BLK 27/33 TELOK BLANGAH WAY,1.273950797 103.8221513,69,C,HDB
16:48:10,19/04/2021,TB6,,BLK 27/33 TELOK BLANGAH WAY,1.273950797 103.8221513,0,Y,HDB
16:48:10,19/04/2021,TB7,,BLK 29/32 TELOK BLANGAH RISE,1.273451485 103.8213992,25,Y,HDB
16:48:10,19/04/2021,TB7,,BLK 29/32 TELOK BLANGAH RISE,1.273451485 103.8213992,0,H,HDB
16:48:10,19/04/2021,TB7,,BLK 29/32 TELOK BLANGAH RISE,1.273451485 103.8213992,112,C,HDB
16:48:10,19/04/2021,TB8,,BLK 30/31 TELOK BLANGAH RISE,1.272644048 103.8207549,39,Y,HDB
16:48:10,19/04/2021,TB8,,BLK 30/31 TELOK BLANGAH RISE,1.272644048 103.8207549,50,H,HDB
16:48:10,19/04/2021,TB8,,BLK 30/31 TELOK BLANGAH RISE,1.272644048 103.8207549,32,C,HDB
16:48:10,19/04/2021,TB9,,BLK 32/35 TELOK BLANGAH RISE,1.273288998 103.8222334,27,Y,HDB
16:48:10,19/04/2021,TB9,,BLK 32/35 TELOK BLANGAH RISE,1.273288998 103.8222334,0,H,HDB
16:48:10,19/04/2021,TB9,,BLK 32/35 TELOK BLANGAH RISE,1.273288998 103.8222334,44,C,HDB
16:48:10,19/04/2021,TBM,,BLK 48A TELOK BLANGAH DRIVE,1.271791286 103.8106687,188,C,HDB
16:48:10,19/04/2021,TE1,,BLK 115-117 JALAN BUKIT MERAH,1.281313715 103.826454,58,C,HDB
16:48:10,19/04/2021,TE2,,BLK 105-107 JALAN BUKIT MERAH,1.279982297 103.82508,160,C,HDB
16:48:10,19/04/2021,TE3,,BLK 108/110/112 JALAN BUKIT MERAH,1.279741392 103.8261416,0,C,HDB
16:48:10,19/04/2021,TE4,,BLK 132-138 JALAN BUKIT MERAH,1.27836964 103.8278436,2,C,HDB
16:48:10,19/04/2021,TG1,,BLK 24 & 25 TEBAN GARDENS,1.323312993 103.7376345,85,C,HDB
16:48:10,19/04/2021,TG2,,BLK 49 TO 54 TEBAN GARDENS,1.321563395 103.7376214,107,C,HDB
16:48:10,19/04/2021,TG3,,BLK 30/31/46/48 TEBAN GARDENS,1.320634993 103.7389774,134,C,HDB
16:48:10,19/04/2021,TG6,,"BLK 32, 39/41 TEBAN GARDENS",1.321825139 103.7410927,106,C,HDB
16:48:10,19/04/2021,TG7,,BLK 33/38/43/45 TEBAN GARDENS,1.320145363 103.742291,86,C,HDB
16:48:10,19/04/2021,TM3,,BLK 496A TAMPINES STREET 43,1.361262783 103.950565,318,C,HDB
