Time,Date,CarParkID,Area,Development,Location,AvailableLots,LotType,Agency
21:26:40,13/04/2021,43,JurongLakeDistrict,Westgate,1.3343 103.74282,408,C,LTA
21:26:40,13/04/2021,51,Orchard,Holiday Inn,1.30228007106279 103.841129960081,0,C,LTA
21:26:40,13/04/2021,52,Orchard,Orchard Gateway,1.30048 103.83931,211,C,LTA
21:26:40,13/04/2021,53,JurongLakeDistrict,IMM Building,1.334847 103.746815,996,C,LTA
21:26:40,13/04/2021,54,JurongLakeDistrict,JCube,1.33341 103.740088,207,C,LTA
21:26:40,13/04/2021,55,Orchard,Paragon,1.3038 103.83585,337,C,LTA
21:26:40,13/04/2021,56,Marina,National Gallery,1.29027 103.85167,57,C,LTA
21:26:40,13/04/2021,57,Orchard,The Atrium@Orchard,1.299781 103.84552,26,C,LTA
21:26:40,13/04/2021,58,Others,Bukit Panjang Plaza,1.37974 103.7644,243,C,LTA
21:26:40,13/04/2021,59,Others,Clarke Quay,1.290678 103.84648,219,C,LTA
21:26:40,13/04/2021,60,Others,The Star Vista,1.306787 103.78843,768,C,LTA
21:26:40,13/04/2021,61,Others,Bugis+,1.299748 103.85414,260,C,LTA
21:26:40,13/04/2021,62,Others,Lot One,1.385126 103.74494,264,C,LTA
21:26:40,13/04/2021,63,Others,Tampines Mall,1.352524 103.9447,522,C,LTA
21:26:40,13/04/2021,64,Others,Junction 8,1.350521 103.84859,195,C,LTA
21:26:40,13/04/2021,65,Others,Bedok Mall,1.3248 103.92939,165,C,LTA
21:26:40,13/04/2021,66,Others,Funan Mall,1.2911 103.8502,286,C,LTA
21:26:40,13/04/2021,A0007,,ANGULLIA PARK OFF STREET,1.3053280313212745 103.82957069514487,210,C,URA
21:26:40,13/04/2021,A0007,,ANGULLIA PARK OFF STREET,1.3053280313212745 103.82957069514487,0,Y,URA
21:26:40,13/04/2021,A0011,,ARMENIAN STREET OFF STREET,1.2939260442319098 103.84886606187928,35,C,URA
21:26:40,13/04/2021,A0021,,AMOY STREET OFF STREET,1.280790422979401 103.84717734239698,7,C,URA
21:26:40,13/04/2021,A0024,,ADAM ROAD FOOD CENTRE OFF STREET,1.3241651253846303 103.81389905715554,50,C,URA
21:26:40,13/04/2021,A0046,,ALJUNIED ROAD OFF STREET,1.3138928367737375 103.88178819343076,5,C,URA
21:26:40,13/04/2021,B0031,,BEATTY ROAD OFF STREET,1.31411103114537 103.85960539693774,13,C,URA
21:26:40,13/04/2021,B0032,,BUKIT TIMAH MARKET OFF STREET,1.3390889296394692 103.77639634689159,122,C,URA
21:26:40,13/04/2021,B0063,,BUKIT BATOK NATURE PARK OFF STREET,1.3473952305359211 103.76148104730633,97,C,URA
21:26:40,13/04/2021,B0087,,BAGHDAD STREET OFF STREET,1.3013034071461544 103.86037519945218,2,C,URA
21:26:40,13/04/2021,B0088,,BEDOK ROAD FOOD CENTRE OFF STREET,1.320882494257288 103.95521451777431,78,C,URA
21:26:40,13/04/2021,B0096,,BUKIT TIMAH LINK OFF STREET,1.3413345543964925 103.7768692104473,22,C,URA
21:26:40,13/04/2021,C0119,,CEYLON ROAD OFF STREET,1.3098549757016427 103.89943305397595,17,C,URA
21:26:40,13/04/2021,C0133,,CARPENTER STREET OFF STREET,1.288265760877135 103.84818289117743,14,C,URA
21:26:40,13/04/2021,C0148,,CLEMENCEAU AVENUE NORTH (NEWTON FC),1.3110998019417506 103.83975443423321,216,C,URA
21:26:40,13/04/2021,C0162,,CLEMENCEAU AVENUE OFF STREET,1.2939732461823374 103.84451675349408,0,Y,URA
21:26:40,13/04/2021,C0162,,CLEMENCEAU AVENUE OFF STREET,1.2939732461823374 103.84451675349408,23,C,URA
21:26:40,13/04/2021,D0006,,DUXTON HILL OFF STREET,1.279121361423107 103.84307668605454,0,C,URA
21:26:40,13/04/2021,D0026,,DICKSON ROAD OFF STREET,1.3058961275027456 103.85356732694179,4,C,URA
21:26:40,13/04/2021,D0026,,DICKSON ROAD OFF STREET,1.3058961275027456 103.85356732694179,6,Y,URA
21:26:40,13/04/2021,D0028,,DELTA CIRCUS FRINGE CAR PARK,1.2893051001281517 103.82465436208551,169,C,URA
21:26:40,13/04/2021,E0023,,EAST COAST PARK E3 OFF STREET,1.3086487746583644 103.9362443048082,36,C,URA
21:26:40,13/04/2021,E0023,,EAST COAST PARK E3 OFF STREET,1.3086487746583644 103.9362443048082,0,Y,URA
21:26:40,13/04/2021,E0024,,EAST COAST PARK E2 OFF STREET,1.3073484560087358 103.93582213910925,24,C,URA
21:26:40,13/04/2021,E0024,,EAST COAST PARK E2 OFF STREET,1.3073484560087358 103.93582213910925,0,Y,URA
21:26:40,13/04/2021,E0027,,EAST COAST PARK E1 OFF STREET,1.306893520703497 103.92999292150216,0,Y,URA
21:26:40,13/04/2021,E0027,,EAST COAST PARK E1 OFF STREET,1.306893520703497 103.92999292150216,284,C,URA
21:26:40,13/04/2021,H0003,,HAMILTON ROAD OFF STREET,1.3116228720853855 103.86179604070755,2,C,URA
21:26:40,13/04/2021,H0004,,HOLLAND DR/NORTH BOUNA VISTA RD OFF STREET,1.3119377259846055 103.79266055694676,66,C,URA
21:26:40,13/04/2021,H0011,,HOLLAND DRIVE OFF STREET,1.3106947374214337 103.79320773289525,78,C,URA
21:26:40,13/04/2021,H0015,,HINDOO ROAD OFF STREET,1.3085901317745132 103.85406595189491,39,C,URA
21:26:40,13/04/2021,H0022,,HULLET ROAD OFF STREET,1.3032004091309377 103.83904302350693,18,C,URA
21:26:40,13/04/2021,H0024,,HONG LIM PARK OFF STREET,1.2864010712092964 103.84732683484889,0,C,URA
21:26:40,13/04/2021,H0057,,HINDOO ROAD/KAMPONG KAPOR ROAD OFF STREET,1.307959413362438 103.85449803048786,0,C,URA
21:26:40,13/04/2021,J0017,,JOO CHIAT ROAD OFF STREET,1.3089312793016843 103.90342597378925,29,Y,URA
21:26:40,13/04/2021,J0017,,JOO CHIAT ROAD OFF STREET,1.3089312793016843 103.90342597378925,58,C,URA
21:26:40,13/04/2021,J0055,,JALAN SEH CHUAN OFF STREET,1.3416072968226134 103.774983522264,41,C,URA
21:26:40,13/04/2021,J0092,,JALAN KURAS OFF STREET,1.3733164289278814 103.82902743813321,40,C,URA
21:26:40,13/04/2021,J0100,,JALAN PELEPAH OFF STREET,1.2740710679512592 103.79551529813891,48,C,URA
21:26:40,13/04/2021,J0100,,JALAN PELEPAH OFF STREET,1.2740710679512592 103.79551529813891,0,Y,URA
21:26:40,13/04/2021,J0122,,JALAN KAYU OFF STREET,1.3988702481648212 103.87298020876878,142,C,URA
21:26:40,13/04/2021,K0037,,KING GEORGES AVENUE OFF STREET,1.3102875316446452 103.86155503310928,12,C,URA
21:26:40,13/04/2021,K0039,,KING GEORGES AVENUE/ HORNE ROAD OFF STREET,1.310011717603521 103.86195254067123,43,C,URA
21:26:40,13/04/2021,K0082,,KAMPONG BUGIS OFF STREET,1.3060643999336945 103.86731520521826,5,Y,URA
21:26:40,13/04/2021,K0082,,KAMPONG BUGIS OFF STREET,1.3060643999336945 103.86731520521826,7,C,URA
21:26:40,13/04/2021,K0111,,KINTA ROAD OFF STREET,1.309743436667126 103.8532569434198,7,Y,URA
21:26:40,13/04/2021,K0111,,KINTA ROAD OFF STREET,1.309743436667126 103.8532569434198,78,C,URA
21:26:40,13/04/2021,K0121,,KAMPONG KAPOR ROAD OFF STREET,1.306579163961294 103.8540518138273,4,C,URA
21:26:40,13/04/2021,K0121,,KAMPONG KAPOR ROAD OFF STREET,1.306579163961294 103.8540518138273,12,Y,URA
21:26:40,13/04/2021,L0064,,LORONG 21 GEYLANG OFF STREET,1.3138418922590445 103.87984207773486,13,C,URA
21:26:40,13/04/2021,L0078,,LORONG MYDIN OFF STREET,1.3191579615926596 103.91187813269345,4,C,URA
21:26:40,13/04/2021,L0104,,LORONG BEKUKONG OFF STREET,1.3902114129018883 103.98732091158162,20,Y,URA
21:26:40,13/04/2021,L0104,,LORONG BEKUKONG OFF STREET,1.3902114129018883 103.98732091158162,126,C,URA
21:26:40,13/04/2021,L0107,,LORONG BACHOK OFF STREET,1.3137312534590921 103.879441454655,11,C,URA
21:26:40,13/04/2021,L0116,,LORONG 21 GEYLANG / GEYLANG ROAD OFF ST,1.31297192802134 103.88051592242522,10,C,URA
21:26:40,13/04/2021,L0117,,LORONG 25/25A GEYLANG OFF STREET,1.3154114085899413 103.88282913196923,0,C,URA
21:26:40,13/04/2021,L0117,,LORONG 25/25A GEYLANG OFF STREET,1.3154114085899413 103.88282913196923,20,Y,URA
21:26:40,13/04/2021,L0123,,LORONG 9/11 GEYLANG OFF STREET,1.3132431536109048 103.87646592168618,1,Y,URA
21:26:40,13/04/2021,L0123,,LORONG 9/11 GEYLANG OFF STREET,1.3132431536109048 103.87646592168618,38,C,URA
21:26:40,13/04/2021,L0124,,LORONG 37 GEYLANG OFF STREET,1.315091678312372 103.88943334952766,17,Y,URA
21:26:40,13/04/2021,L0124,,LORONG 37 GEYLANG OFF STREET,1.315091678312372 103.88943334952766,0,C,URA
21:26:40,13/04/2021,L0125,,LORONG 31 GEYLANG OFF STREET,1.3150474541189423 103.88714181973822,21,C,URA
21:26:40,13/04/2021,L0125,,LORONG 31 GEYLANG OFF STREET,1.3150474541189423 103.88714181973822,18,Y,URA
21:26:40,13/04/2021,M0040,,MACKENZIE ROAD A OFF STREET,1.305166862591867 103.84955574725188,78,C,URA
21:26:40,13/04/2021,M0059,,MACKENZIE ROAD B OFF STREET,1.3058144966396488 103.84756472391136 1.3062999712327648 103.84694294724167,69,C,URA
21:26:40,13/04/2021,M0059,,MACKENZIE ROAD B OFF STREET,1.3058144966396488 103.84756472391136 1.3062999712327648 103.84694294724167,47,H,URA
21:26:40,13/04/2021,M0076,,MINBU ROAD OFF STREET,1.3252001004070917 103.84890841545035,85,C,URA
21:26:40,13/04/2021,M0076,,MINBU ROAD OFF STREET,1.3252001004070917 103.84890841545035,11,Y,URA
21:26:40,13/04/2021,M0078,,MARITIME SQUARE D OFF STREET,1.2665572188609842 103.82037098540381,321,Y,URA
21:26:40,13/04/2021,M0078,,MARITIME SQUARE D OFF STREET,1.2665572188609842 103.82037098540381,234,C,URA
21:26:40,13/04/2021,M0084,,MARINA VIEW OFF STREET,1.2746496875172093 103.84947277096812,44,C,URA
21:26:40,13/04/2021,M0088,,MARGARET DRIVE OFF STREET,1.3004199971190697 103.80301640122015,46,C,URA
21:26:40,13/04/2021,N0006,,NEIL ROAD OFF STREET,1.2793383109971352 103.84191274173004,2,C,URA
21:26:40,13/04/2021,N0012,,NORTH BRIDGE ROAD MARKET OFF STREET,1.3060825735308885 103.86355580061468,24,C,URA
21:26:40,13/04/2021,N0013,,NORTH BRIDGE ROAD OFF  STREET,1.3004003577425078 103.8566466267615,53,C,URA
21:26:40,13/04/2021,O0028,,OUTRAM ROAD OFF STREET,1.284380404146159 103.83543041047004,0,Y,URA
21:26:40,13/04/2021,O0028,,OUTRAM ROAD OFF STREET,1.284380404146159 103.83543041047004,24,C,URA
21:26:40,13/04/2021,P0013,,PRINCE EDWARD ROAD / SHENTON WAY OFF STREET,1.2751330286026683 103.84819161939349,74,C,URA
21:26:40,13/04/2021,P0033,,PASIR RIS CLOSE OFF STREET,1.3769386098723717 103.95649247971937,333,C,URA
21:26:40,13/04/2021,P0048,,PEARL BANK OFF STREET,1.2833483597834672 103.84053784909122,19,C,URA
21:26:40,13/04/2021,P0048,,PEARL BANK OFF STREET,1.2833483597834672 103.84053784909122,8,Y,URA
21:26:40,13/04/2021,P0054,,PASIR PANJANG FOOD CENTRE OFF STREET,1.276199590285395 103.79131016138153,0,Y,URA
21:26:40,13/04/2021,P0054,,PASIR PANJANG FOOD CENTRE OFF STREET,1.276199590285395 103.79131016138153,31,C,URA
21:26:40,13/04/2021,P0075,,PENHAS ROAD / LAVENDER STREET OFF STREET,1.3099941806456645 103.86276472942548,20,C,URA
21:26:40,13/04/2021,P0093,,PASIR PANJANG ROAD OFF  STREET,1.2767043723268199 103.79566016940372,18,C,URA
21:26:40,13/04/2021,P0094,,PASIR PANJANG ROAD / SOUTH BUONA VISTA ROAD,1.278902209141637 103.78560248250301,12,C,URA
21:26:40,13/04/2021,P0094,,PASIR PANJANG ROAD / SOUTH BUONA VISTA ROAD,1.278902209141637 103.78560248250301,0,Y,URA
21:26:40,13/04/2021,P0096,,PENANG ROAD OFF STREET,1.29980874920638 103.84212527391578,1,C,URA
21:26:40,13/04/2021,P0106,,PASIR PANJANG ROAD/ CLEMENTI ROAD OFF ST,1.2915978691049539 103.76812504370315,0,Y,URA
21:26:40,13/04/2021,P0106,,PASIR PANJANG ROAD/ CLEMENTI ROAD OFF ST,1.2915978691049539 103.76812504370315,19,C,URA
21:26:40,13/04/2021,P0109,,PASIR RIS PARK CAR PARK E OFF STREET,1.384591856813094 103.94380876998527,14,C,URA
21:26:40,13/04/2021,P0111,,PAHANG STREET OFF STREET,1.301759650174214 103.86086565472472,9,C,URA
21:26:40,13/04/2021,P0113,,PASIR PANJANG FOOD CENTRE (TEMP) OFF ST,1.2753574846084121 103.79247441821592,66,C,URA
21:26:40,13/04/2021,P0113,,PASIR PANJANG FOOD CENTRE (TEMP) OFF ST,1.2753574846084121 103.79247441821592,0,Y,URA
21:26:40,13/04/2021,P0117,,PECK SEAH STREET OFF STREET,1.2774732980424977 103.84526725219939,52,C,URA
21:26:40,13/04/2021,P0117,,PECK SEAH STREET OFF STREET,1.2774732980424977 103.84526725219939,0,Y,URA
21:26:40,13/04/2021,Q0006,,QUEEN STREET OFF STREET,1.2999226816586922 103.85336325926622,0,C,URA
21:26:40,13/04/2021,Q0006,,QUEEN STREET OFF STREET,1.2999226816586922 103.85336325926622,0,Y,URA
21:26:40,13/04/2021,Q0008,,QUEENSWAY OFF STREET ( RIDEOUT TEA GARDEN),1.304678940975563 103.80216512483725,45,C,URA
21:26:40,13/04/2021,R0038,,RACE COURSE ROAD / NORTHUMBERLAND ROAD,1.3109181708259368 103.85225012243872,10,Y,URA
21:26:40,13/04/2021,R0038,,RACE COURSE ROAD / NORTHUMBERLAND ROAD,1.3109181708259368 103.85225012243872,104,C,URA
21:26:40,13/04/2021,S0020,,SEMBAWANG HILLS FOOD CENTRE OFF STREET,1.3722654677464599 103.8288231857784,15,C,URA
21:26:40,13/04/2021,S0049,,Serangoon Rd/Lavender  St Off Street,1.3148874577182357 103.8585875713976,101,C,URA
21:26:40,13/04/2021,S0049,,Serangoon Rd/Lavender  St Off Street,1.3148874577182357 103.8585875713976,5,Y,URA
21:26:40,13/04/2021,S0055,,SERANGOON GARDEN MARKET OFF STREET,1.3627998667047532 103.86632587825486,78,C,URA
21:26:40,13/04/2021,S0106,,SIN MING DRIVE OFF STREET,1.3566926857648622 103.83606317799318,59,C,URA
21:26:40,13/04/2021,S0108,,SHREWSBURY ROAD OFF STREET,1.3186024746953806 103.85067798545586,19,C,URA
21:26:40,13/04/2021,S0108,,SHREWSBURY ROAD OFF STREET,1.3186024746953806 103.85067798545586,3,Y,URA
21:26:40,13/04/2021,S0112,,SEAH IM ROAD OFF STREET,1.2680395173231764 103.81759598210823,435,C,URA
21:26:40,13/04/2021,S0112,,SEAH IM ROAD OFF STREET,1.2680395173231764 103.81759598210823,372,Y,URA
21:26:40,13/04/2021,S0150,,SULTAN GATE / ALIWAL STREET OFF STREET,1.3024545607005944 103.86058819582028,15,C,URA
21:26:40,13/04/2021,S0166,,SEMBAWANG RD/ADMIRALTY  RD EAST OFF STREET,1.453699410782659 103.83314342266785,4,C,URA
21:26:40,13/04/2021,S0166,,SEMBAWANG RD/ADMIRALTY  RD EAST OFF STREET,1.453699410782659 103.83314342266785,10,Y,URA
21:26:40,13/04/2021,S0171,,SPOONER ROAD OFF STREET,1.2756889219219043 103.8350591496928,100,C,URA
21:26:40,13/04/2021,T0017,,TIONG BAHRU PARK OFF STREET,1.2869316650017533 103.82464089829915,20,C,URA
21:26:40,13/04/2021,T0103,,TEMBELING ROAD OFF STREET,1.3128601116279206 103.90081283677726,155,C,URA
21:26:40,13/04/2021,T0103,,TEMBELING ROAD OFF STREET,1.3128601116279206 103.90081283677726,35,Y,URA
21:26:40,13/04/2021,T0129,,TANJONG KATONG COMPLEX,1.3168901823921382 103.89522931567416,330,C,URA
21:26:40,13/04/2021,T0140,,TANJONG KATONG ROAD OFF STREET,1.3068395612884625 103.89608109872438,18,Y,URA
21:26:40,13/04/2021,T0140,,TANJONG KATONG ROAD OFF STREET,1.3068395612884625 103.89608109872438,79,C,URA
21:26:40,13/04/2021,T0141,,TANJONG KATONG RD OFF ST (OPP WILKINSON RD),1.3039250916354699 103.89688542898858,6,Y,URA
21:26:40,13/04/2021,T0141,,TANJONG KATONG RD OFF ST (OPP WILKINSON RD),1.3039250916354699 103.89688542898858,26,C,URA
21:26:40,13/04/2021,U0036,,UPPER EAST COAST ROAD OFF STREET,1.3122387155540085 103.92605288490613,51,C,URA
21:26:40,13/04/2021,U0042,,UPPER CHANGI ROAD / BEDOK ROAD OFF STREET,1.3321242011794179 103.9464677456276,15,C,URA
21:26:40,13/04/2021,V0007,,VERDUN ROAD OFF STREET,1.310324224867271 103.85612855572867,1,C,URA
21:26:40,13/04/2021,W0029,,WEST COAST PARK 1 OFF STREET,1.2896228087061794 103.77142607054463,64,C,URA
21:26:40,13/04/2021,W0055,,WARNA ROAD OFF STREET,1.3110802058970243 103.79619690369877,0,C,URA
21:26:40,13/04/2021,Y0019,,YAN KIT ROAD / CANTONMENT ROAD OFF ST,1.274548916040047 103.8414295793987,15,C,URA
21:26:40,13/04/2021,Y0019,,YAN KIT ROAD / CANTONMENT ROAD OFF ST,1.274548916040047 103.8414295793987,0,Y,URA
21:26:40,13/04/2021,A2,,BLK 206/207 ANG MO KIO STREET 22,1.366237056 103.8430464,81,C,HDB
21:26:40,13/04/2021,A4,,BLK 217/220 ANG MO KIO AVENUE 1,1.365691621 103.8411922,148,C,HDB
21:26:40,13/04/2021,A7,,BLK 212/213 ANG MO KIO STREET 23,1.368392487 103.8413018,148,C,HDB
21:26:40,13/04/2021,A8,,BLK 209/210 ANG MO KIO STREET 22,1.368756071 103.8433077,2,C,HDB
21:26:40,13/04/2021,A9,,BLK 202/203 ANG MO KIO STREET 22,1.36807437 103.8443922,46,C,HDB
21:26:40,13/04/2021,B6,,BLK 204/209 NEW UPPER CHANGI ROAD,1.326330497 103.9303395,394,C,HDB
21:26:40,13/04/2021,B7,,BLK 211/218 BEDOK NORTH STREET 1,1.32513124 103.9319217,7,C,HDB
21:26:40,13/04/2021,B8,,BLK 201/203 BEDOK NORTH STREET 1,1.325881496 103.9282762,31,C,HDB
21:26:40,13/04/2021,B9,,BLK 402/403 BEDOK NORTH AVENUE 3,1.330172709 103.9338152,117,C,HDB
21:26:40,13/04/2021,C5,,"BLK 358-360,362-363,366-367 CLEMENTI AVE 2",1.313102659 103.7695739,150,C,HDB
21:26:40,13/04/2021,C5,,"BLK 358-360,362-363,366-367 CLEMENTI AVE 2",1.313102659 103.7695739,108,Y,HDB
21:26:40,13/04/2021,C5,,"BLK 358-360,362-363,366-367 CLEMENTI AVE 2",1.313102659 103.7695739,0,H,HDB
21:26:40,13/04/2021,C6,,BLK 328-334 CLEMENTI AVE 2,1.314488114 103.7676912,115,C,HDB
21:26:40,13/04/2021,C7,,BLK 349-355 CLEMENTI AVE 2,1.314842819 103.7705785,209,C,HDB
21:26:40,13/04/2021,C8,,BLK 335/338 CLEMENTI AVE 2,1.316674657 103.7686311,192,C,HDB
21:26:40,13/04/2021,C9,,BLK 340/342/343/346-348 CLEMENTI AVE 5,1.317649249 103.7703123,0,H,HDB
21:26:40,13/04/2021,C9,,BLK 340/342/343/346-348 CLEMENTI AVE 5,1.317649249 103.7703123,132,C,HDB
21:26:40,13/04/2021,C9,,BLK 340/342/343/346-348 CLEMENTI AVE 5,1.317649249 103.7703123,75,Y,HDB
21:26:40,13/04/2021,CY,,BLK 269/269A/269B CHENG YAN COURT CAR PARK,1.300626028 103.8536649,6,C,HDB
21:26:40,13/04/2021,H3,,BLK 87 ZION RD,1.291008687 103.8325154,18,C,HDB
21:26:40,13/04/2021,H4,,BLK 22 HAVELOCK RD,1.288093897 103.8293714,31,C,HDB
21:26:40,13/04/2021,H6,,BLK 77/79 GANGES AVENUE,1.291369664 103.8289836,109,C,HDB
21:26:40,13/04/2021,H8,,BLKS 4-8 TAMAN HO SWEE,1.287726965 103.8309221,44,Y,HDB
21:26:40,13/04/2021,H8,,BLKS 4-8 TAMAN HO SWEE,1.287726965 103.8309221,0,H,HDB
21:26:40,13/04/2021,H8,,BLKS 4-8 TAMAN HO SWEE,1.287726965 103.8309221,28,C,HDB
21:26:40,13/04/2021,J1,,BLK 101/107 JURONG EAST ST 13,1.336429723 103.7380983,164,C,HDB
21:26:40,13/04/2021,J2,,BLK 108/110 JURONG EAST ST 13,1.33860776 103.7367713,74,C,HDB
21:26:40,13/04/2021,J3,,BLK 111/116 JURONG EAST ST 13,1.339494837 103.7354848,137,C,HDB
21:26:40,13/04/2021,J4,,BLK 201/206 JURONG EAST ST 21,1.337530169 103.7419026,32,C,HDB
21:26:40,13/04/2021,J5,,BLK 207/208 JURONG EAST ST 21,1.338314475 103.7424182,122,C,HDB
21:26:40,13/04/2021,J6,,BLK 209/214 JURONG EAST ST 21,1.3390681 103.7388514,114,C,HDB
21:26:40,13/04/2021,J7,,BLK 215A/231 JURONG EAST ST 21,1.341543873 103.7380331,359,C,HDB
21:26:40,13/04/2021,J8,,BLK 232/240 JURONG EAST ST 21,1.340430194 103.741574,104,C,HDB
21:26:40,13/04/2021,J9,,BLK 241/245 JURONG EAST ST 24,1.342122435 103.7420009,61,C,HDB
21:26:40,13/04/2021,K2,,"BLK 9,10,12 PINE CLOSE",1.308736475 103.8823513,37,Y,HDB
21:26:40,13/04/2021,K2,,"BLK 9,10,12 PINE CLOSE",1.308736475 103.8823513,0,H,HDB
21:26:40,13/04/2021,K2,,"BLK 9,10,12 PINE CLOSE",1.308736475 103.8823513,18,C,HDB
21:26:40,13/04/2021,K7,,BLK 51 OLD AIRPORT ROAD,1.308894519 103.8860169,150,C,HDB
21:26:40,13/04/2021,L1,,BLK 415-420 LOR LEW LIAN,1.349505832 103.8753546,25,C,HDB
21:26:40,13/04/2021,M1,,BLK 85 TO 94/92A PIPIT ROAD,1.323074781 103.8864364,115,C,HDB
21:26:40,13/04/2021,M1,,BLK 85 TO 94/92A PIPIT ROAD,1.323074781 103.8864364,50,H,HDB
21:26:40,13/04/2021,M1,,BLK 85 TO 94/92A PIPIT ROAD,1.323074781 103.8864364,40,Y,HDB
21:26:40,13/04/2021,M3,,BLK 19 TO 21/23/24/30/32 BALAM RD,1.330680856 103.8857074,1,C,HDB
21:26:40,13/04/2021,M4,,BLK 22/34/36 CIRCUIT RD,1.329022794 103.8876597,207,C,HDB
21:26:40,13/04/2021,P1,,BLK 196 PUNGGOL FIELD,1.399325523 103.907016,158,C,HDB
21:26:40,13/04/2021,P2,,BLK 199 PUNGGOL FIELD,1.400096829 103.9060155,138,C,HDB
21:26:40,13/04/2021,P3,,BLK 101 PUNGGOL FIELD,1.398456837 103.9057745,500,C,HDB
21:26:40,13/04/2021,P4,,BLK 105 EDGEFIELD PLAINS,1.397227162 103.9056229,496,C,HDB
21:26:40,13/04/2021,P5,,BLK 107 PUNGGOL FIELD,1.396877555 103.9076419,230,C,HDB
21:26:40,13/04/2021,P6,,BLK 109 PUNGGOL FIELD,1.395368569 103.9094623,265,C,HDB
21:26:40,13/04/2021,P7,,BLK 119 EDGEFIELD PLAINS,1.395427967 103.9064702,437,C,HDB
21:26:40,13/04/2021,P8,,BLK 126 EDGEDALE PLAINS,1.394228446 103.9109139,186,C,HDB
21:26:40,13/04/2021,P9,,BLK 128 PUNGGOL FIELD WALK,1.392923918 103.9125375,199,C,HDB
21:26:40,13/04/2021,Q8,,BLK 19/23A/23B QUEENS CLOSE,1.294206414 103.7995693,0,Y,HDB
21:26:40,13/04/2021,Q8,,BLK 19/23A/23B QUEENS CLOSE,1.294206414 103.7995693,0,H,HDB
21:26:40,13/04/2021,Q8,,BLK 19/23A/23B QUEENS CLOSE,1.294206414 103.7995693,40,C,HDB
21:26:40,13/04/2021,T1,,BLK 101/108 TAMPINES ST 11,1.347395724 103.9462336,136,C,HDB
21:26:40,13/04/2021,T3,,BLK 109/114 TAMPINES ST 11,1.346598132 103.9474328,74,C,HDB
21:26:40,13/04/2021,T4,,BLK 124/127 TAMPINES STREET 11,1.345420018 103.9498142,78,C,HDB
21:26:40,13/04/2021,T7,,BLK 136/138 TAMPINES ST 11,1.345469697 103.9458054,53,C,HDB
21:26:40,13/04/2021,T8,,BLK 137/139 TAMPINES ST 11,1.346414231 103.9441901,96,C,HDB
21:26:40,13/04/2021,T9,,BLK 140/148 TAMPINES STREET 12,1.347816332 103.9436467,205,C,HDB
21:26:40,13/04/2021,U1,,BLK 101/110 BUKIT BATOK WEST AVE 6,1.348389703 103.7469815,167,C,HDB
21:26:40,13/04/2021,U2,,BLK 111/132 BUKIT BATOK WEST AVE 6,1.349872484 103.7463093,412,C,HDB
